10/29/2025                                                                      Dynamic List Display                                                                             1
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|Plnt|Work ctr|Equipment|Func. Loc.|Material      |Component    |POS Create|HU          |ID number|RemQty|BUn|Date      |Time    |Name of user from SAP logon|FIFO      |FIFO    |
|1815|ME200101|         |CA2001    |M510022100    |M510022100   |          |502300664   |         |0.000 |KG |10/28/2025|11:54:35|10708627                   |          |00:00:00|
|1815|ME200101|         |CA2001    |M510022100    |M510022100   |          |502300665   |         |0.000 |KG |10/28/2025|19:46:53|10752206                   |          |00:00:00|
|1815|ME200101|         |CA2001    |M510022100    |M510022100   |          |502300667   |         |0.000 |KG |10/28/2025|11:57:04|10708627                   |          |00:00:00|
|1815|ME200101|         |CA2001    |M510022100    |M510022100   |          |502300671   |         |0.000 |KG |10/28/2025|11:54:35|10708627                   |          |00:00:00|
|1815|ME200101|         |CA2001    |M510022100    |M510022100   |          |502300675   |         |0.000 |KG |10/28/2025|03:20:24|10833547                   |          |00:00:00|
|1815|ME200101|         |CA2001    |M510022100    |M510022100   |          |502300676   |         |0.000 |KG |10/28/2025|03:20:24|10833547                   |          |00:00:00|
|1815|ME200101|         |CA2001    |M510022100    |M510022100   |          |502300679   |         |0.000 |KG |10/28/2025|11:57:04|10708627                   |          |00:00:00|
|1815|ME200101|         |CA2001    |M510022100    |M510022100   |          |502300680   |         |0.000 |KG |10/28/2025|03:20:24|10833547                   |          |00:00:00|
|1815|ME200101|         |CA2001    |M510022100    |M510022100   |          |502300683   |         |0.000 |KG |10/28/2025|11:57:04|10708627                   |          |00:00:00|
|1815|ME200101|         |CA2001    |M510022100    |M510022100   |          |502300684   |         |0.000 |KG |10/28/2025|03:20:24|10833547                   |          |00:00:00|
|1815|ME200101|         |CA2001    |M510022230    |M510022230   |          |503075916   |         |0.000 |KG |10/28/2025|10:28:49|10691660                   |          |00:00:00|
|1815|ME200101|         |CA2001    |M510022230    |M510022230   |          |503075917   |         |0.000 |KG |10/28/2025|10:28:49|10691660                   |          |00:00:00|
|1815|ME200101|         |CA2001    |M510022230    |M510022230   |          |503075918   |         |0.000 |KG |10/28/2025|09:05:46|10705738                   |          |00:00:00|
|1815|ME200101|         |CA2001    |M510022230    |M510022230   |          |503075919   |         |0.000 |KG |10/28/2025|19:53:50|10752206                   |          |00:00:00|
|1815|ME200101|         |CA2001    |M510022230    |M510022230   |          |503075920   |         |0.000 |KG |10/28/2025|10:28:49|10691660                   |          |00:00:00|
|1815|ME200101|         |CA2001    |M510022230    |M510022230   |          |503075921   |         |0.000 |KG |10/28/2025|10:28:49|10691660                   |          |00:00:00|
